"","smoc2_normal1","smoc2_normal3","smoc2_normal4","smoc2_fibrosis1","smoc2_fibrosis2","smoc2_fibrosis3","smoc2_fibrosis4"
"ENSMUSG00000022325",279,316,395,296,232,223,159
"ENSMUSG00000022329",404,435,502,970,863,864,741
"ENSMUSG00000022330",208,227,394,344,273,334,321
"ENSMUSG00000022332",419,543,476,807,624,667,495
"ENSMUSG00000022335",86,79,99,213,199,194,178
"ENSMUSG00000022336",1138,1422,1359,2907,2289,2522,2065
"ENSMUSG00000022337",1079,1196,1166,1329,1108,1281,1148
"ENSMUSG00000022338",1141,1360,1385,1507,1105,1439,1129
"ENSMUSG00000022339",566,518,608,544,505,543,505
"ENSMUSG00000022340",18,36,21,23,32,16,5
"ENSMUSG00000022342",0,0,0,0,1,0,0
"ENSMUSG00000022346",105,150,213,1924,1698,1529,1323
"ENSMUSG00000022347",1,2,0,0,0,0,2
"ENSMUSG00000022350",1484,1460,1843,2752,2187,2104,2115
"ENSMUSG00000022351",1006,1616,1077,2806,2603,2227,2450
"ENSMUSG00000022353",2871,3231,3482,4465,3966,3719,3301
"ENSMUSG00000022354",5326,6844,7496,3881,2918,3883,2806
"ENSMUSG00000022357",8,2,6,0,1,7,4
"ENSMUSG00000022358",119,136,116,486,392,387,430
"ENSMUSG00000022359",103,122,119,370,233,324,291
"ENSMUSG00000022360",92,117,91,546,527,415,434
"ENSMUSG00000022361",1167,1025,1191,1638,1227,1216,1311
"ENSMUSG00000022362",3,2,0,4,3,4,1
"ENSMUSG00000022364",159,164,153,354,315,345,326
"ENSMUSG00000022365",1725,2029,2093,2690,2154,2236,2017
"ENSMUSG00000022366",1230,1364,1832,163,82,419,212
"ENSMUSG00000022367",0,0,1,91,71,43,16
"ENSMUSG00000022369",135,151,128,328,240,312,278
"ENSMUSG00000022370",846,1066,1055,1206,942,1136,892
"ENSMUSG00000022371",817,1044,409,3970,3371,3628,4076
"ENSMUSG00000022372",59,50,34,773,641,529,567
"ENSMUSG00000022375",3,1,2,5,5,3,6
"ENSMUSG00000022376",0,0,0,1,2,2,0
"ENSMUSG00000022377",703,633,646,1723,1427,1437,1421
"ENSMUSG00000022378",226,215,275,1394,1050,1005,991
"ENSMUSG00000022382",249,358,437,1540,1014,854,282
"ENSMUSG00000022383",1072,667,1053,214,358,288,312
"ENSMUSG00000022385",16,16,15,161,191,173,118
"ENSMUSG00000022386",351,455,430,558,440,568,434
"ENSMUSG00000022387",1290,1311,1533,2017,1518,1700,1522
"ENSMUSG00000022388",0,1,0,0,0,0,0
"ENSMUSG00000022389",6388,6330,8783,3115,2444,4026,3727
"ENSMUSG00000022390",3018,2771,3606,3975,3050,3551,2999
"ENSMUSG00000022391",976,1219,1288,2541,2210,1888,1763
"ENSMUSG00000022394",374,457,456,603,557,602,564
"ENSMUSG00000022400",985,1293,1254,1746,1269,1740,1292
"ENSMUSG00000022401",381,415,548,775,593,446,567
"ENSMUSG00000022403",4369,4273,5245,6242,5560,5344,5045
"ENSMUSG00000022404",2667,2548,2725,1736,1614,1657,1488
"ENSMUSG00000022407",902,994,1189,1437,1194,1183,1084
"ENSMUSG00000022408",55,64,93,271,209,218,215
"ENSMUSG00000022412",709,752,818,1065,823,843,724
"ENSMUSG00000022414",517,604,653,1189,975,1308,1009
"ENSMUSG00000022415",700,659,870,714,558,688,561
"ENSMUSG00000022416",61,41,206,16,4,0,17
"ENSMUSG00000022419",2858,1825,2247,2369,1967,1894,2227
"ENSMUSG00000022420",556,694,695,1056,812,1088,783
"ENSMUSG00000022421",161,151,288,318,210,193,207
"ENSMUSG00000022422",3,5,1,32,35,49,64
"ENSMUSG00000022425",5438,3427,4194,1599,1377,1631,1909
"ENSMUSG00000022426",1281,1598,1554,1603,1197,1513,1105
"ENSMUSG00000022427",945,1188,1252,1746,1318,1571,1330
"ENSMUSG00000022428",372,444,453,535,472,644,468
"ENSMUSG00000022429",3,1,2,4,5,9,1
"ENSMUSG00000022431",3,0,0,10,13,12,13
"ENSMUSG00000022432",1,8,8,1,2,0,1
"ENSMUSG00000022433",352,394,453,2066,1545,1520,1166
"ENSMUSG00000022434",173,201,212,438,323,404,328
"ENSMUSG00000022435",16,13,48,137,408,144,113
"ENSMUSG00000022436",311,447,489,1632,1228,1467,1216
"ENSMUSG00000022437",3154,3604,4455,3073,2475,2722,2368
"ENSMUSG00000022438",295,503,480,826,578,575,563
"ENSMUSG00000022439",41,44,33,573,286,326,482
"ENSMUSG00000022440",75,71,42,2005,1499,1787,1363
"ENSMUSG00000022441",3,2,0,2,2,2,4
"ENSMUSG00000022442",178,175,241,421,334,369,263
"ENSMUSG00000022443",6434,7050,8121,53020,38188,29934,30147
"ENSMUSG00000022445",3830,3004,5511,457,489,629,547
"ENSMUSG00000022449",2,10,5,24,7,10,5
"ENSMUSG00000022450",3877,5430,5359,3826,2936,4352,2921
"ENSMUSG00000022451",1627,1965,2002,3233,2649,3220,2755
"ENSMUSG00000022452",2187,3275,2988,2310,1908,2864,2013
"ENSMUSG00000022453",1320,1471,1608,1785,1448,1993,1690
"ENSMUSG00000022454",7,88,20,62,56,115,51
"ENSMUSG00000022455",0,0,1,3,0,0,1
"ENSMUSG00000022456",9,7,14,204,109,190,202
"ENSMUSG00000022462",1178,1154,1489,6586,5189,4335,3868
"ENSMUSG00000022463",2728,2242,3371,3822,3181,3029,2594
"ENSMUSG00000022464",34,36,36,170,77,116,74
"ENSMUSG00000022466",249,366,463,778,574,660,649
"ENSMUSG00000022468",223,172,247,153,109,186,251
"ENSMUSG00000022469",2879,3437,3895,4559,3931,4927,4098
"ENSMUSG00000022471",381,434,445,855,686,757,594
"ENSMUSG00000022472",702,869,925,1294,1045,1232,959
"ENSMUSG00000022474",327,500,448,842,636,826,597
"ENSMUSG00000022475",955,1292,1233,4798,3827,4042,3227
"ENSMUSG00000022476",257,537,321,942,724,990,628
"ENSMUSG00000022477",23767,22336,31398,12882,10849,12568,11120
"ENSMUSG00000022479",6512,5512,6778,5299,4575,5921,5658
"ENSMUSG00000022483",0,2,0,3,4,5,2
"ENSMUSG00000022484",233,367,333,515,455,615,433
"ENSMUSG00000022485",67,71,43,172,127,167,132
"ENSMUSG00000022487",0,0,0,0,0,0,0
"ENSMUSG00000022488",73,118,101,2195,1499,1531,1907
"ENSMUSG00000022489",77,78,80,373,200,237,251
"ENSMUSG00000022490",4288,5261,5847,1631,897,1632,1068
"ENSMUSG00000022491",2,0,0,1,0,0,0
"ENSMUSG00000022494",7,12,5,34,27,38,29
"ENSMUSG00000022496",1,1,2,1,5,8,5
"ENSMUSG00000022498",908,990,1133,1308,1123,895,785
"ENSMUSG00000022500",770,935,1136,6526,5048,4737,3827
"ENSMUSG00000022501",0,0,0,0,0,0,1
"ENSMUSG00000022503",283,317,277,574,454,491,405
"ENSMUSG00000022504",64,51,65,1108,732,583,1127
"ENSMUSG00000022505",236,307,191,2328,2332,1967,1915
"ENSMUSG00000022507",1057,1070,1317,1775,1276,1554,1293
"ENSMUSG00000022508",368,310,295,1140,859,1110,653
"ENSMUSG00000022510",13,13,20,54,131,80,58
"ENSMUSG00000022512",589,407,705,4379,4928,4499,4395
"ENSMUSG00000022514",158,106,163,466,383,329,373
"ENSMUSG00000022515",829,1140,1206,1550,1101,1403,1134
"ENSMUSG00000022516",867,1082,1093,1079,813,1172,847
"ENSMUSG00000022517",3170,3052,3980,3715,3069,3236,2931
"ENSMUSG00000022518",19,10,20,19,10,14,9
"ENSMUSG00000022519",131,93,128,300,272,214,206
"ENSMUSG00000022521",1163,1214,1331,2072,1649,1696,1505
"ENSMUSG00000022523",13,6,17,31,19,34,36
"ENSMUSG00000022525",13,17,28,54,49,94,79
"ENSMUSG00000022526",262,271,335,742,492,546,504
"ENSMUSG00000022528",675,613,792,1455,1094,1227,795
"ENSMUSG00000022529",417,528,520,1022,628,802,823
"ENSMUSG00000022533",2937,1872,2681,3694,3538,2386,2578
"ENSMUSG00000022534",2,3,0,67,36,38,36
"ENSMUSG00000022536",3484,3337,4179,4960,4099,4035,4156
"ENSMUSG00000022537",120,235,156,240,130,215,183
"ENSMUSG00000022538",429,544,505,1066,811,814,785
"ENSMUSG00000022540",2476,3023,3113,2161,1907,2569,1801
"ENSMUSG00000022542",0,0,0,0,0,2,1
"ENSMUSG00000022543",51,46,47,101,64,72,69
"ENSMUSG00000022544",297,357,391,774,645,641,530
"ENSMUSG00000022545",406,414,477,837,571,716,636
"ENSMUSG00000022546",576,535,879,340,293,399,328
"ENSMUSG00000022548",2,6,14,26,40,22,14
"ENSMUSG00000022550",483,510,552,707,518,685,541
"ENSMUSG00000022551",7487,8599,10600,4834,3968,4624,3505
"ENSMUSG00000022552",906,1136,1100,1619,1324,1643,1183
"ENSMUSG00000022553",1487,1852,2137,2213,1787,2189,1652
"ENSMUSG00000022554",142,156,193,310,294,315,197
"ENSMUSG00000022555",579,719,785,1035,857,983,793
"ENSMUSG00000022556",680,825,917,1384,1203,1177,824
"ENSMUSG00000022557",673,727,885,1930,1490,1217,955
"ENSMUSG00000022558",2825,2990,3706,3812,2849,3034,2679
"ENSMUSG00000022559",581,721,693,1137,824,1190,762
"ENSMUSG00000022560",1026,1033,1149,952,946,1001,849
"ENSMUSG00000022561",943,1121,1231,1474,1312,1438,1075
"ENSMUSG00000022562",3811,3492,5506,3516,3602,3815,3691
"ENSMUSG00000022564",11569,13660,15111,9806,8976,12492,8785
"ENSMUSG00000022565",2283,2493,3069,10933,9044,7495,6160
"ENSMUSG00000022568",1395,1694,1850,3070,2460,2490,1793
"ENSMUSG00000022570",564,663,602,1094,887,935,814
"ENSMUSG00000022571",791,921,1181,872,791,765,580
"ENSMUSG00000022574",994,1185,1479,784,789,994,779
"ENSMUSG00000022575",97,133,130,991,746,948,885
"ENSMUSG00000022577",0,0,0,18,3,7,5
"ENSMUSG00000022579",217,256,256,596,543,739,735
"ENSMUSG00000022580",578,858,807,533,462,559,380
"ENSMUSG00000022582",0,3,2,6,7,8,3
"ENSMUSG00000022583",151,637,1135,25,27,29,52
"ENSMUSG00000022584",5,23,44,77,53,58,63
"ENSMUSG00000022586",0,2,5,10,10,11,8
"ENSMUSG00000022587",3152,2945,1322,21416,13798,14651,18767
"ENSMUSG00000022589",0,0,0,0,0,0,0
"ENSMUSG00000022591",0,0,0,0,0,0,0
"ENSMUSG00000022594",814,910,1107,1170,826,1003,860
"ENSMUSG00000022595",108,165,204,30,23,12,2
"ENSMUSG00000022596",1,0,2,2,3,1,0
"ENSMUSG00000022598",27,18,54,392,835,277,318
"ENSMUSG00000022601",357,312,364,468,393,384,375
"ENSMUSG00000022602",81,70,110,160,204,199,215
"ENSMUSG00000022603",0,4,6,5,0,2,0
"ENSMUSG00000022604",324,361,309,659,463,617,481
"ENSMUSG00000022607",967,946,1121,1845,1523,1413,1296
"ENSMUSG00000022610",238,383,320,515,381,608,367
"ENSMUSG00000022613",80407,70551,65143,8225,8656,15859,8278
"ENSMUSG00000022614",1244,1557,1582,2284,1910,2345,1949
"ENSMUSG00000022615",37,57,55,50,33,38,40
"ENSMUSG00000022617",816,1274,1218,1876,1307,2039,1540
"ENSMUSG00000022619",14,6,30,5,1,7,4
"ENSMUSG00000022620",395,508,542,1423,1163,1179,1064
"ENSMUSG00000022621",272,372,305,789,578,631,454
"ENSMUSG00000022622",2,2,2,12,11,24,18
"ENSMUSG00000022623",650,951,788,1043,825,910,638
"ENSMUSG00000022629",1958,1549,2278,1961,1688,1625,1707
"ENSMUSG00000022634",328,355,340,665,563,631,459
"ENSMUSG00000022635",636,923,829,1005,758,1047,875
"ENSMUSG00000022636",438,491,425,1740,1321,1151,1372
"ENSMUSG00000022637",355,385,374,1362,1001,993,872
"ENSMUSG00000022639",95,177,147,395,320,438,280
"ENSMUSG00000022641",884,699,847,1942,1556,1388,1509
"ENSMUSG00000022650",0,0,0,0,0,0,0
"ENSMUSG00000022651",1,1,0,10,1,7,3
"ENSMUSG00000022652",0,0,0,0,1,0,0
"ENSMUSG00000022656",1948,1751,2028,3241,2487,2644,2239
"ENSMUSG00000022657",6,2,2,44,43,44,61
"ENSMUSG00000022658",8,8,6,3,1,3,1
"ENSMUSG00000022659",8,4,6,55,30,59,52
"ENSMUSG00000022661",447,556,394,894,626,749,601
"ENSMUSG00000022663",700,969,910,1488,1157,1355,1232
"ENSMUSG00000022664",594,639,667,784,619,599,623
"ENSMUSG00000022665",184,240,127,5260,3043,3848,2815
"ENSMUSG00000022667",6,0,0,111,90,69,104
"ENSMUSG00000022668",407,412,509,709,567,610,544
"ENSMUSG00000022671",261,329,280,386,309,445,351
"ENSMUSG00000022672",432,522,576,754,579,644,719
"ENSMUSG00000022673",202,202,179,798,800,776,879
"ENSMUSG00000022674",165,160,196,213,152,212,154
"ENSMUSG00000022676",39,74,32,325,228,280,240
"ENSMUSG00000022677",414,527,524,810,620,818,622
"ENSMUSG00000022678",436,457,514,1401,1037,1142,1019
"ENSMUSG00000022679",26365,20935,20448,6155,4855,4329,5936
"ENSMUSG00000022680",1655,1764,1827,2993,2367,2311,2359
"ENSMUSG00000022681",348,400,423,920,646,710,641
"ENSMUSG00000022682",643,697,741,1038,866,953,800
"ENSMUSG00000022683",1,0,0,0,0,0,2
"ENSMUSG00000022684",968,1181,1216,1715,1246,1612,1256
"ENSMUSG00000022685",456,487,531,1030,798,794,805
"ENSMUSG00000022686",3,5,2,24,12,16,18
"ENSMUSG00000022687",214,286,232,697,469,538,470
"ENSMUSG00000022696",5,2,8,30,56,43,36
"ENSMUSG00000022698",1496,1441,1766,2784,2417,2165,1854
"ENSMUSG00000022701",274,370,342,602,438,535,450
"ENSMUSG00000022702",154,230,209,389,290,366,232
"ENSMUSG00000022704",263,304,244,647,509,459,380
"ENSMUSG00000022705",1,2,1,0,1,6,0
"ENSMUSG00000022706",629,864,728,1092,982,1097,924
"ENSMUSG00000022707",757,544,670,400,526,351,463
"ENSMUSG00000022708",2772,2759,2625,6371,6363,5090,5158
"ENSMUSG00000022710",2422,2790,2974,4194,3266,3180,3171
"ENSMUSG00000022711",897,1322,1250,1734,1388,1616,1217
"ENSMUSG00000022715",0,1,0,0,0,0,0
"ENSMUSG00000022718",290,302,334,786,632,588,589
"ENSMUSG00000022721",617,783,732,1512,1171,1332,1045
"ENSMUSG00000022722",510,476,586,573,545,608,539
"ENSMUSG00000022723",380,390,475,588,449,504,584
"ENSMUSG00000022724",305,286,357,605,484,434,461
"ENSMUSG00000022738",0,0,0,0,0,0,0
"ENSMUSG00000022742",1116,1053,1174,799,742,745,558
"ENSMUSG00000022744",591,643,681,1177,1022,938,762
"ENSMUSG00000022747",508,472,593,770,651,790,711
"ENSMUSG00000022748",113,147,154,175,160,191,160
"ENSMUSG00000022749",694,566,740,1275,1013,1044,1120
"ENSMUSG00000022750",908,870,1054,1875,1337,1604,1251
"ENSMUSG00000022751",1672,2189,2253,1246,1017,1424,1017
"ENSMUSG00000022752",1755,1761,2044,2375,2021,1947,1845
"ENSMUSG00000022753",0,1,0,4,1,1,2
"ENSMUSG00000022754",22,40,23,653,451,351,298
"ENSMUSG00000022755",4,1,0,6,13,20,22
"ENSMUSG00000022756",146,123,183,250,227,303,212
"ENSMUSG00000022757",1227,1479,1626,2273,1902,1908,1756
"ENSMUSG00000022758",8,9,4,32,8,47,34
"ENSMUSG00000022759",0,0,0,2,3,4,2
"ENSMUSG00000022760",543,616,614,766,621,779,527
"ENSMUSG00000022761",2829,3651,3953,3918,3278,3810,3254
"ENSMUSG00000022762",41,27,44,7,12,6,6
"ENSMUSG00000022763",466,540,742,292,268,375,348
"ENSMUSG00000022765",1287,1496,1741,1762,1432,1441,1432
"ENSMUSG00000022766",9,1,7,66,43,38,32
"ENSMUSG00000022768",14,13,4,51,40,53,31
"ENSMUSG00000022769",201,397,338,1060,814,615,593
"ENSMUSG00000022770",1848,1878,2230,3383,2831,2698,2682
"ENSMUSG00000022771",1136,1412,1449,2772,2246,2582,2232
"ENSMUSG00000022772",292,208,249,482,397,260,384
"ENSMUSG00000022773",56,75,86,224,181,222,178
"ENSMUSG00000022774",746,1064,1094,1885,1411,1601,1349
"ENSMUSG00000022779",1733,2045,1906,2094,1658,1885,1565
"ENSMUSG00000022780",2,1,5,227,159,196,165
"ENSMUSG00000022781",1679,1555,1806,4113,3275,2883,2927
"ENSMUSG00000022783",33,29,29,64,29,62,68
"ENSMUSG00000022787",176,248,242,326,273,311,261
"ENSMUSG00000022788",856,624,882,952,733,637,658
"ENSMUSG00000022789",1701,2011,2107,3521,2782,2964,2556
"ENSMUSG00000022790",4303,5125,4697,1320,1102,1350,1291
"ENSMUSG00000022791",466,557,629,1598,1274,1554,1114
"ENSMUSG00000022792",367,353,475,488,448,379,305
"ENSMUSG00000022793",147,170,169,727,513,691,490
"ENSMUSG00000022797",1158,885,1497,858,938,665,600
"ENSMUSG00000022798",0,0,0,0,0,0,0
"ENSMUSG00000022799",499,642,465,1218,930,921,988
"ENSMUSG00000022800",750,755,824,1541,1214,1206,1012
"ENSMUSG00000022801",743,982,871,1757,1378,1284,1179
"ENSMUSG00000022802",219,218,245,298,274,324,279
"ENSMUSG00000022803",6,3,1,13,11,14,11
"ENSMUSG00000022805",13,90,43,22,11,16,33
"ENSMUSG00000022807",692,684,848,1254,981,1095,956
"ENSMUSG00000022808",1100,1154,1183,2380,1847,1972,1925
"ENSMUSG00000022809",256,255,346,335,278,460,469
"ENSMUSG00000022811",937,826,999,2044,1563,1356,1310
"ENSMUSG00000022812",1527,1454,1504,2917,2506,2206,2094
"ENSMUSG00000022814",621,612,730,1032,915,896,780
"ENSMUSG00000022816",626,1102,924,10335,6801,7911,5791
"ENSMUSG00000022817",2315,2518,2495,8974,5561,6826,6274
"ENSMUSG00000022818",3,0,0,3,1,0,11
"ENSMUSG00000022820",309,415,382,295,234,300,161
"ENSMUSG00000022821",10069,10784,13343,2931,2723,3589,3224
"ENSMUSG00000022822",1180,1407,1551,3884,2881,2889,2486
"ENSMUSG00000022824",1,0,1,11,6,9,8
"ENSMUSG00000022827",198,173,238,333,320,335,298
"ENSMUSG00000022828",176,204,221,518,329,332,311
"ENSMUSG00000022829",62,55,85,38,38,20,37
"ENSMUSG00000022831",121,172,154,1426,1024,1116,1249
"ENSMUSG00000022832",0,0,0,0,0,0,0
"ENSMUSG00000022833",47,54,61,193,161,206,208
"ENSMUSG00000022836",2130,2576,2220,8659,6901,8058,7285
"ENSMUSG00000022837",130,206,189,343,255,345,281
"ENSMUSG00000022838",248,361,308,157,131,169,137
"ENSMUSG00000022840",138,180,145,167,147,165,147
"ENSMUSG00000022841",2795,3213,3274,5256,4398,4622,4152
"ENSMUSG00000022842",89,140,111,304,216,245,151
"ENSMUSG00000022843",688,638,938,815,654,941,652
"ENSMUSG00000022844",402,584,499,987,768,888,733
"ENSMUSG00000022847",286,345,287,487,469,594,414
"ENSMUSG00000022848",568,567,683,1211,950,1063,958
"ENSMUSG00000022849",76,118,82,340,256,294,251
"ENSMUSG00000022853",12314,14027,15490,2580,2600,3090,3444
"ENSMUSG00000022855",729,834,808,1308,979,1097,1027
"ENSMUSG00000022856",165,187,217,344,253,295,225
"ENSMUSG00000022857",0,0,0,0,0,0,0
"ENSMUSG00000022858",856,967,1047,2141,1681,1700,1300
"ENSMUSG00000022860",0,0,0,6,1,1,1
"ENSMUSG00000022861",150,90,111,162,170,90,144
"ENSMUSG00000022863",1,2,4,7,6,2,3
"ENSMUSG00000022864",17,13,22,100,59,56,46
"ENSMUSG00000022865",840,681,901,3749,2902,2227,2354
"ENSMUSG00000022867",1199,858,1355,1983,1514,1394,1488
"ENSMUSG00000022868",1,0,2,0,3,0,1
"ENSMUSG00000022871",22,16,25,37,28,27,35
"ENSMUSG00000022875",23,19,23,162,271,174,238
"ENSMUSG00000022876",13,6,3,124,76,83,127
"ENSMUSG00000022877",10,12,11,0,0,0,0
"ENSMUSG00000022878",7,2,6,17,6,2,29
"ENSMUSG00000022881",40,71,49,142,113,120,122
"ENSMUSG00000022883",46,36,32,320,212,287,271
"ENSMUSG00000022884",4643,5312,5635,9201,6671,7043,7018
"ENSMUSG00000022885",373,423,376,2631,1775,1823,1576
"ENSMUSG00000022886",0,0,0,0,0,0,0
"ENSMUSG00000022887",9,10,6,185,177,137,169
"ENSMUSG00000022889",1040,1228,1199,1398,1014,1385,1046
"ENSMUSG00000022890",5141,7253,6644,4715,3682,4801,4093
"ENSMUSG00000022892",24456,22494,29388,37852,30371,29064,28919
"ENSMUSG00000022893",1343,1311,1200,10999,9603,8007,8327
"ENSMUSG00000022894",231,333,168,1726,1482,1680,1653
"ENSMUSG00000022895",1119,1397,1375,4120,3373,3177,2864
"ENSMUSG00000022897",907,1003,1082,1693,1369,1507,1225
"ENSMUSG00000022898",548,568,627,1272,1013,1086,1084
"ENSMUSG00000022899",4599,4896,5647,2920,2278,1728,2467
"ENSMUSG00000022900",861,772,890,1041,889,814,757
"ENSMUSG00000022901",16,29,23,314,231,289,370
"ENSMUSG00000022902",0,2,0,0,1,1,1
"ENSMUSG00000022905",774,729,886,1512,1128,1002,932
"ENSMUSG00000022906",340,419,361,2037,1594,1673,1826
"ENSMUSG00000022911",230,202,199,588,449,503,413
"ENSMUSG00000022912",407,483,392,4003,2945,3080,2864
"ENSMUSG00000022913",471,635,573,516,479,643,444
"ENSMUSG00000022914",1086,1262,1296,2380,1827,1915,1756
"ENSMUSG00000022915",4,3,7,2,4,6,2
"ENSMUSG00000022931",0,0,0,0,0,0,0
"ENSMUSG00000022935",0,0,1,8,5,7,5
"ENSMUSG00000022938",2,2,0,9,24,4,9
"ENSMUSG00000022940",260,358,363,555,398,616,461
"ENSMUSG00000022941",75,122,94,143,81,115,105
"ENSMUSG00000022945",41,54,44,289,252,314,291
"ENSMUSG00000022946",447,498,487,1099,924,930,937
"ENSMUSG00000022947",29,31,28,176,105,146,131
"ENSMUSG00000022948",177,244,393,253,213,284,198
"ENSMUSG00000022949",3,9,30,78,70,100,87
"ENSMUSG00000022951",840,1024,1314,4769,3695,3164,2711
"ENSMUSG00000022952",35,44,46,1783,1374,1072,790
"ENSMUSG00000022956",6786,8998,9448,6166,4712,5956,4716
"ENSMUSG00000022957",790,888,805,2317,1562,1564,1437
"ENSMUSG00000022960",98,105,95,298,270,305,224
"ENSMUSG00000022961",5328,5610,5715,11604,8832,8872,8660
"ENSMUSG00000022962",604,626,726,1218,1030,811,833
"ENSMUSG00000022964",916,1084,1209,1689,1341,1324,1271
"ENSMUSG00000022965",405,467,446,3381,2567,2723,2609
"ENSMUSG00000022967",1088,1329,1341,3990,3021,3043,2813
"ENSMUSG00000022969",817,1061,1002,1715,1368,1780,1354
"ENSMUSG00000022971",393,525,495,1678,1254,1472,1183
"ENSMUSG00000022972",445,635,577,836,653,885,729
"ENSMUSG00000022973",584,536,565,1242,994,981,981
"ENSMUSG00000022974",820,1000,957,2027,1564,1738,1658
"ENSMUSG00000022978",76,58,80,264,287,248,252
"ENSMUSG00000022982",9352,13509,13868,5674,4542,6543,4564
"ENSMUSG00000022983",951,989,1062,1511,1229,1488,1209
"ENSMUSG00000022986",0,0,0,0,0,0,0
"ENSMUSG00000022987",226,457,307,861,656,984,650
"ENSMUSG00000022991",0,0,0,0,0,0,0
"ENSMUSG00000022992",208,249,291,489,347,413,350
"ENSMUSG00000022993",14,25,16,26,28,29,19
"ENSMUSG00000022994",3538,4032,5123,5431,4160,4453,4135
"ENSMUSG00000022995",1458,1657,2230,3610,3288,2515,2074
"ENSMUSG00000022996",0,0,0,22,18,24,19
"ENSMUSG00000022997",0,0,0,0,1,1,1
"ENSMUSG00000022999",610,727,868,1081,882,1042,895
"ENSMUSG00000023000",11,14,22,41,24,21,18
"ENSMUSG00000023004",148,275,207,979,870,759,699
"ENSMUSG00000023007",910,1176,1058,1987,1457,2145,1504
"ENSMUSG00000023008",544,797,692,3235,2184,2487,1896
"ENSMUSG00000023009",112,153,119,596,374,549,391
"ENSMUSG00000023010",49313,60472,68816,32656,27483,32778,28169
"ENSMUSG00000023011",1,0,0,4,3,3,2
"ENSMUSG00000023013",3332,3578,6186,566,1617,1437,501
"ENSMUSG00000023015",44,73,53,554,522,482,487
"ENSMUSG00000023017",105,132,140,241,168,196,165
"ENSMUSG00000023018",565,713,741,1559,1194,1481,1109
"ENSMUSG00000023019",8192,9170,12747,1943,2514,3451,2707
"ENSMUSG00000023020",793,1034,1114,1037,888,1164,686
"ENSMUSG00000023021",920,1113,1177,1984,1577,1756,1587
"ENSMUSG00000023022",2243,2017,2615,5852,4393,4284,4443
"ENSMUSG00000023025",1177,1009,1249,1353,1201,1073,1035
"ENSMUSG00000023026",297,331,347,1073,812,814,792
"ENSMUSG00000023027",431,414,434,907,688,673,630
"ENSMUSG00000023030",2074,2466,2506,2406,1790,2047,1838
"ENSMUSG00000023031",1402,1714,1775,359,294,412,370
"ENSMUSG00000023032",340,440,523,675,471,469,555
"ENSMUSG00000023033",5,18,10,59,57,46,51
"ENSMUSG00000023034",86,77,92,251,219,264,153
"ENSMUSG00000023036",8,1,4,19,20,11,25
"ENSMUSG00000023039",2281,3375,3575,9915,9206,8379,4957
"ENSMUSG00000023041",0,0,0,0,1,0,0
"ENSMUSG00000023043",264,292,439,6462,6674,5836,3195
"ENSMUSG00000023044",4323,5668,7095,2040,1500,1970,1604
"ENSMUSG00000023045",8,6,18,74,38,43,29
"ENSMUSG00000023046",9,7,7,186,76,120,37
"ENSMUSG00000023047",9,8,4,11,2,8,9
"ENSMUSG00000023048",1484,1745,1742,3639,3078,3931,2814
"ENSMUSG00000023050",218,238,264,752,584,795,634
"ENSMUSG00000023051",275,381,420,551,452,448,402
"ENSMUSG00000023052",18,35,24,39,37,51,37
"ENSMUSG00000023055",1987,2333,2528,4117,3164,4219,3450
